"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców wpisanych z urzędu";"Liczba wyborców wpisanych na wniosek";"Informacja o liczbie wyborców wpisanych ogółem (art. 19) w części A";"Informacja o liczbie wyborców wpisanych § 1 (Z2A)";"Informacja o liczbie wyborców wpisanych § 2 (Z2B)";"Informacja o liczbie wyborców wpisanych § 3 (Z2C)";"Informacja o liczbie wyborców wpisanych w części B (ZUE)";"Informacja o liczbie wyborców skreślonych (§ 6 ust. 1) w części A ogółem";"Informacja o liczbie wyborców skreślonych w części A pkt 1 (R41)";"Informacja o liczbie wyborców skreślonych w części A pkt 2 (R42)";"Informacja o liczbie wyborców skreślonych w części A pkt 3 (R43)";"Informacja o liczbie wyborców skreślonych (§ 6 ust. 2) w części A (R41b)";"Informacja o liczbie wyborców skreślonych w części B ogółem (RUE)"
"=""301503""";"gm. Miedzichowo";"nowotomyski";"Poznań";3739;2965;2932;33;32;29;2;1;1;32;10;21;1;0;0
"=""301504""";"gm. Nowy Tomyśl";"nowotomyski";"Poznań";26223;20526;20387;139;138;91;0;47;1;220;55;118;47;0;0
"=""301505""";"gm. Opalenica";"nowotomyski";"Poznań";16118;12592;12556;36;36;33;0;3;0;102;45;54;3;0;0
"=""301506""";"gm. Zbąszyń";"nowotomyski";"Poznań";13572;10716;10681;35;35;26;0;9;0;107;36;62;9;0;0
"Powiat obornicki";"";"";"";57279;45195;44817;378;378;258;2;118;0;422;84;220;118;0;0
"=""301601""";"gm. Oborniki";"obornicki";"Poznań";32713;25833;25621;212;212;143;0;69;0;248;55;124;69;0;0
"=""301602""";"gm. Rogoźno";"obornicki";"Poznań";17402;13732;13603;129;129;86;0;43;0;135;21;71;43;0;0
"=""301603""";"gm. Ryczywół";"obornicki";"Poznań";7164;5630;5593;37;37;29;2;6;0;39;8;25;6;0;0
"Powiat ostrowski";"";"";"";158181;127758;127369;389;388;293;29;66;1;1121;392;663;66;0;0
"=""301701""";"m. Ostrów Wielkopolski";"ostrowski";"Kalisz";69028;57097;56924;173;172;111;22;39;1;576;132;405;39;0;0
"=""301702""";"gm. Nowe Skalmierzyce";"ostrowski";"Kalisz";15450;12278;12255;23;23;17;1;5;0;90;30;55;5;0;0
"=""301703""";"gm. Odolanów";"ostrowski";"Kalisz";14734;11616;11572;44;44;35;6;3;0;69;22;44;3;0;0
"=""301704""";"gm. Ostrów Wielkopolski";"ostrowski";"Kalisz";18920;15019;14991;28;28;27;0;1;0;94;39;54;1;0;0
"=""301705""";"gm. Przygodzice";"ostrowski";"Kalisz";12077;9626;9595;31;31;31;0;0;0;56;22;34;0;0;0
"=""301706""";"gm. Raszków";"ostrowski";"Kalisz";11735;9261;9247;14;14;10;0;4;0;45;11;30;4;0;0
"=""301707""";"gm. Sieroszewice";"ostrowski";"Kalisz";9677;7634;7616;18;18;17;0;1;0;146;123;22;1;0;0
"=""301708""";"gm. Sośnie";"ostrowski";"Kalisz";6560;5227;5169;58;58;45;0;13;0;45;13;19;13;0;0
"Powiat ostrzeszowski";"";"";"";55040;44000;43654;346;345;293;4;48;1;525;257;220;48;0;0
"=""301801""";"gm. Czajków";"ostrzeszowski";"Kalisz";2531;2054;2034;20;20;20;0;0;0;20;8;12;0;0;0
"=""301802""";"gm. Doruchów";"ostrzeszowski";"Kalisz";5404;4240;4220;20;20;20;0;0;0;20;12;8;0;0;0
"=""301803""";"gm. Grabów nad Prosną";"ostrzeszowski";"Kalisz";7823;6287;6234;53;53;46;1;6;0;59;19;34;6;0;0
"=""301804""";"gm. Kobyla Góra";"ostrzeszowski";"Kalisz";6069;4792;4743;49;49;46;1;2;0;122;102;18;2;0;0
"=""301805""";"gm. Kraszewice";"ostrzeszowski";"Kalisz";3606;2851;2834;17;17;17;0;0;0;40;18;22;0;0;0
"=""301806""";"gm. Mikstat";"ostrzeszowski";"Kalisz";6063;4865;4831;34;34;33;0;1;0;33;13;19;1;0;0
"=""301807""";"gm. Ostrzeszów";"ostrzeszowski";"Kalisz";23544;18911;18758;153;152;111;2;39;1;231;85;107;39;0;0
"Powiat pilski";"";"";"";130700;105386;104526;860;859;594;1;264;1;1634;481;889;264;0;0
"=""301901""";"m. Piła";"pilski";"Piła";68533;56221;55697;524;523;321;0;202;1;904;144;558;202;0;0
"=""301902""";"gm. Białośliwie";"pilski";"Piła";4706;3745;3711;34;34;27;0;7;0;34;8;19;7;0;0
"=""301903""";"gm. Kaczory";"pilski";"Piła";7785;6114;6051;63;63;47;0;16;0;114;54;44;16;0;0
"=""301904""";"gm. Łobżenica";"pilski";"Piła";9451;7424;7394;30;30;23;1;6;0;208;144;58;6;0;0
"=""301905""";"gm. Miasteczko Krajeńskie";"pilski";"Piła";3190;2517;2482;35;35;35;0;0;0;16;4;12;0;0;0
"=""301906""";"gm. Szydłowo";"pilski";"Piła";8943;6991;6917;74;74;64;0;10;0;89;25;54;10;0;0
"=""301907""";"gm. Ujście";"pilski";"Piła";7791;6308;6263;45;45;36;0;9;0;78;24;45;9;0;0
"=""301908""";"gm. Wyrzysk";"pilski";"Piła";13784;10929;10904;25;25;20;0;5;0;139;65;69;5;0;0
"=""301909""";"gm. Wysoka";"pilski";"Piła";6517;5137;5107;30;30;21;0;9;0;52;13;30;9;0;0
"Powiat pleszewski";"";"";"";61614;49453;48854;599;598;318;39;241;1;721;204;276;241;0;0
"=""302001""";"gm. Chocz";"pleszewski";"Kalisz";4753;3861;3828;33;33;28;0;5;0;28;5;18;5;0;0
"=""302002""";"gm. Czermin";"pleszewski";"Kalisz";4923;3830;3790;40;40;35;0;5;0;88;52;31;5;0;0
"=""302003""";"gm. Dobrzyca";"pleszewski";"Kalisz";8121;6382;6374;8;8;8;0;0;0;62;28;34;0;0;0
"=""302004""";"gm. Gizałki";"pleszewski";"Kalisz";4590;3639;3557;82;81;56;2;23;1;45;4;18;23;0;0
"=""302005""";"gm. Gołuchów";"pleszewski";"Kalisz";10719;8446;8414;32;32;31;0;1;0;70;18;51;1;0;0
"=""302006""";"gm. Pleszew";"pleszewski";"Kalisz";28508;23295;22891;404;404;160;37;207;0;428;97;124;207;0;0
"Powiat poznański";"";"";"";381353;293331;288129;5202;5181;4715;91;375;25;2713;461;1877;375;4;0
"=""302101""";"m. Luboń";"poznański";"Poznań";30039;23691;23476;215;214;193;0;21;1;235;30;184;21;0;0
"=""302102""";"m. Puszczykowo";"poznański";"Poznań";9304;7806;7523;283;284;276;0;8;0;110;13;89;8;1;0
"=""302103""";"gm. Buk";"poznański";"Poznań";12293;9716;9651;65;65;53;0;12;0;98;30;56;12;0;0
"=""302104""";"gm. Czerwonak";"poznański";"Poznań";26200;20716;20440;276;274;271;1;2;4;216;43;171;2;2;0
"=""302105""";"gm. Dopiewo";"poznański";"Poznań";26567;19555;18876;679;678;649;1;28;2;169;15;126;28;1;0
"=""302106""";"gm. Kleszczewo";"poznański";"Poznań";8434;6226;6105;121;121;119;0;2;0;40;9;29;2;0;0
"=""302107""";"gm. Komorniki";"poznański";"Poznań";28902;20877;20437;440;438;410;0;28;2;151;11;112;28;0;0
"=""302108""";"gm. Kostrzyn";"poznański";"Poznań";18040;14213;14078;135;134;109;0;25;1;134;28;81;25;0;0
"=""302109""";"gm. Kórnik";"poznański";"Poznań";27948;21000;20611;389;386;360;0;26;3;183;27;130;26;0;0
"=""302110""";"gm. Mosina";"poznański";"Poznań";32064;24866;24583;283;280;252;8;20;3;217;59;138;20;0;0
"=""302111""";"gm. Murowana Goślina";"poznański";"Poznań";16429;13105;12884;221;220;188;0;32;1;134;19;83;32;0;0
"=""302112""";"gm. Pobiedziska";"poznański";"Poznań";19234;15196;14819;377;377;326;24;27;0;149;36;86;27;0;0
"=""302113""";"gm. Rokietnica";"poznański";"Poznań";17572;13237;12845;392;391;382;0;9;1;92;21;62;9;0;0
"=""302114""";"gm. Stęszew";"poznański";"Poznań";14894;11908;11810;98;97;83;8;6;1;94;26;62;6;0;0
"=""302115""";"gm. Suchy Las";"poznański";"Poznań";17250;13053;12796;257;255;226;9;20;2;143;16;107;20;0;0
"=""302116""";"gm. Swarzędz";"poznański";"Poznań";48627;37551;37087;464;462;384;1;77;2;355;51;227;77;0;0
"=""302117""";"gm. Tarnowo Podgórne";"poznański";"Poznań";27556;20615;20108;507;505;434;39;32;2;193;27;134;32;0;0
"Powiat rawicki";"";"";"";59448;46997;46806;191;189;146;1;42;2;564;284;238;42;0;0
"=""302201""";"gm. Bojanowo";"rawicki";"Leszno";8699;6829;6819;10;10;8;1;1;0;169;139;29;1;0;0
"=""302202""";"gm. Jutrosin";"rawicki";"Leszno";7135;5521;5511;10;10;10;0;0;0;41;22;19;0;0;0
"=""302203""";"gm. Miejska Górka";"rawicki";"Leszno";9269;7322;7288;34;34;34;0;0;0;56;14;42;0;0;0
"=""302204""";"gm. Pakosław";"rawicki";"Leszno";4878;3720;3698;22;22;18;0;4;0;79;61;14;4;0;0
"=""302205""";"gm. Rawicz";"rawicki";"Leszno";29467;23605;23490;115;113;76;0;37;2;219;48;134;37;0;0
"Powiat słupecki";"";"";"";58900;47620;47223;397;396;335;2;59;1;546;216;271;59;0;0
"=""302301""";"m. Słupca";"słupecki";"Konin";13242;10868;10824;44;44;34;0;10;0;146;27;109;10;0;0
"=""302302""";"gm. Lądek";"słupecki";"Konin";5785;4675;4612;63;63;63;0;0;0;55;13;42;0;0;0
"=""302303""";"gm. Orchowo";"słupecki";"Konin";3855;3048;3025;23;23;18;0;5;0;58;38;15;5;0;0
"=""302304""";"gm. Ostrowite";"słupecki";"Konin";5163;4219;4190;29;29;21;0;8;0;30;8;14;8;0;0
"=""302305""";"gm. Powidz";"słupecki";"Konin";2282;1871;1795;76;75;64;2;9;1;29;13;7;9;0;0
"=""302306""";"gm. Słupca";"słupecki";"Konin";9612;7661;7624;37;37;37;0;0;0;39;15;24;0;0;0
"=""302307""";"gm. Strzałkowo";"słupecki";"Konin";10091;8047;8012;35;35;28;0;7;0;119;84;28;7;0;0
"=""302308""";"gm. Zagórów";"słupecki";"Konin";8870;7231;7141;90;90;70;0;20;0;70;18;32;20;0;0
"Powiat szamotulski";"";"";"";88843;70687;70007;680;677;551;4;122;3;787;255;410;122;0;0
"=""302401""";"m. Obrzycko";"szamotulski";"Poznań";2406;1887;1852;35;34;33;0;1;1;18;4;13;1;0;0
"=""302402""";"gm. Duszniki";"szamotulski";"Poznań";9022;7116;7008;108;108;101;4;3;0;62;28;31;3;0;0
"=""302403""";"gm. Kaźmierz";"szamotulski";"Poznań";8451;6563;6513;50;50;46;0;4;0;52;14;34;4;0;0
"=""302404""";"gm. Obrzycko";"szamotulski";"Poznań";4425;3476;3414;62;62;49;0;13;0;52;9;30;13;0;0
"=""302405""";"gm. Ostroróg";"szamotulski";"Poznań";4868;3877;3826;51;50;44;0;6;1;34;14;14;6;0;0
"=""302406""";"gm. Pniewy";"szamotulski";"Poznań";12280;9751;9638;113;113;71;0;42;0;133;22;69;42;0;0
"=""302407""";"gm. Szamotuły";"szamotulski";"Poznań";28974;23232;23091;141;141;116;0;25;0;204;57;122;25;0;0
"=""302408""";"gm. Wronki";"szamotulski";"Poznań";18417;14785;14665;120;119;91;0;28;1;232;107;97;28;0;0
"Powiat średzki";"";"";"";57310;45208;44873;335;335;226;47;62;0;365;104;199;62;0;0
"=""302501""";"gm. Dominowo";"średzki";"Konin";3046;2368;2350;18;18;11;5;2;0;18;9;7;2;0;0
"=""302502""";"gm. Krzykosy";"średzki";"Konin";7012;5465;5448;17;17;17;0;0;0;40;19;21;0;0;0
"=""302503""";"gm. Nowe Miasto nad Wartą";"średzki";"Konin";9001;7131;7107;24;24;16;1;7;0;55;20;28;7;0;0
"=""302504""";"gm. Środa Wielkopolska";"średzki";"Konin";31531;24904;24708;196;196;112;40;44;0;194;40;110;44;0;0
"=""302505""";"gm. Zaniemyśl";"średzki";"Konin";6720;5340;5260;80;80;70;1;9;0;58;16;33;9;0;0
"Powiat śremski";"";"";"";59486;47183;46853;330;329;228;39;62;3;448;150;236;62;2;0
"=""302601""";"gm. Brodnica";"śremski";"Konin";4812;3785;3732;53;53;49;1;3;0;27;0;24;3;0;0
"=""302602""";"gm. Dolsk";"śremski";"Konin";5827;4596;4558;38;37;33;0;4;1;27;8;15;4;0;0
"=""302603""";"gm. Książ Wielkopolski";"śremski";"Konin";8397;6579;6565;14;14;11;0;3;0;43;15;25;3;0;0
"=""302604""";"gm. Śrem";"śremski";"Konin";40450;32223;31998;225;225;135;38;52;2;351;127;172;52;2;0
"Powiat turecki";"";"";"";83244;67001;66559;442;438;332;40;66;4;738;226;446;66;0;0
"=""302701""";"m. Turek";"turecki";"Konin";26142;21894;21808;86;86;50;22;14;0;302;44;244;14;0;0
"=""302702""";"gm. Brudzew";"turecki";"Konin";5982;4779;4751;28;28;15;0;13;0;59;11;35;13;0;0
"=""302703""";"gm. Dobra";"turecki";"Konin";6087;4851;4815;36;36;32;0;4;0;125;92;29;4;0;0
"=""302704""";"gm. Kawęczyn";"turecki";"Konin";5360;4280;4254;26;26;17;9;0;0;33;13;20;0;0;0
"=""302705""";"gm. Malanów";"turecki";"Konin";6606;5244;5209;35;34;28;1;5;1;36;16;15;5;0;0
"=""302706""";"gm. Przykona";"turecki";"Konin";4595;3625;3585;40;40;38;0;2;0;16;2;12;2;0;0
"=""302707""";"gm. Tuliszków";"turecki";"Konin";10549;8329;8234;95;94;78;1;15;1;81;25;41;15;0;0
"=""302708""";"gm. Turek";"turecki";"Konin";9834;7608;7564;44;44;39;3;2;0;43;12;29;2;0;0
"=""302709""";"gm. Władysławów";"turecki";"Konin";8089;6391;6339;52;50;35;4;11;2;43;11;21;11;0;0
"Powiat wągrowiecki";"";"";"";68485;54206;53859;347;345;259;1;85;2;545;158;302;85;0;0
"=""302801""";"m. Wągrowiec";"wągrowiecki";"Piła";24461;19907;19762;145;144;89;1;54;1;218;41;123;54;0;0
"=""302802""";"gm. Damasławek";"wągrowiecki";"Piła";5390;4250;4224;26;26;25;0;1;0;42;14;27;1;0;0
"=""302803""";"gm. Gołańcz";"wągrowiecki";"Piła";8176;6349;6319;30;30;19;0;11;0;99;35;53;11;0;0
"=""302804""";"gm. Mieścisko";"wągrowiecki";"Piła";5951;4697;4670;27;26;24;0;2;1;18;6;10;2;0;0
"=""302805""";"gm. Skoki";"wągrowiecki";"Piła";9390;7316;7251;65;65;59;0;6;0;44;15;23;6;0;0
"=""302806""";"gm. Wapno";"wągrowiecki";"Piła";2972;2369;2351;18;18;13;0;5;0;43;22;16;5;0;0
"=""302807""";"gm. Wągrowiec";"wągrowiecki";"Piła";12145;9318;9282;36;36;30;0;6;0;81;25;50;6;0;0
"Powiat wolsztyński";"";"";"";56454;44293;44041;252;250;189;15;46;2;378;137;195;46;0;0
"=""302901""";"gm. Przemęt";"wolsztyński";"Poznań";14160;11026;10975;51;51;47;0;4;0;58;26;28;4;0;0
"=""302902""";"gm. Siedlec";"wolsztyński";"Poznań";12592;9714;9674;40;39;33;0;6;1;110;64;40;6;0;0
"=""302903""";"gm. Wolsztyn";"wolsztyński";"Poznań";29702;23553;23392;161;160;109;15;36;1;210;47;127;36;0;0
"Powiat wrzesiński";"";"";"";75285;60044;59799;245;240;178;0;62;5;490;156;272;62;0;0
"=""303001""";"gm. Kołaczkowo";"wrzesiński";"Konin";5957;4665;4651;14;14;14;0;0;0;38;18;20;0;0;0
"=""303002""";"gm. Miłosław";"wrzesiński";"Konin";10139;8117;8064;53;53;37;0;16;0;73;18;39;16;0;0
"=""303003""";"gm. Nekla";"wrzesiński";"Konin";7364;5842;5797;45;42;41;0;1;3;39;10;28;1;0;0
"=""303004""";"gm. Pyzdry";"wrzesiński";"Konin";6982;5611;5542;69;69;44;0;25;0;75;15;35;25;0;0
"=""303005""";"gm. Września";"wrzesiński";"Konin";44843;35809;35745;64;62;42;0;20;2;265;95;150;20;0;0
"Powiat złotowski";"";"";"";67843;53958;53681;277;277;245;2;30;0;522;167;325;30;0;0
"=""303101""";"m. Złotów";"złotowski";"Piła";17648;14399;14351;48;48;42;0;6;0;157;41;110;6;0;0
"=""303102""";"gm. Jastrowie";"złotowski";"Piła";11127;8803;8780;23;23;22;0;1;0;76;24;51;1;0;0
"=""303103""";"gm. Krajenka";"złotowski";"Piła";7451;5871;5848;23;23;22;0;1;0;55;16;38;1;0;0
"=""303104""";"gm. Lipka";"złotowski";"Piła";5515;4331;4309;22;22;18;0;4;0;56;23;29;4;0;0
"=""303105""";"gm. Okonek";"złotowski";"Piła";8490;6833;6802;31;31;21;0;10;0;70;16;44;10;0;0
"=""303106""";"gm. Tarnówka";"złotowski";"Piła";3072;2383;2334;49;49;47;2;0;0;15;4;11;0;0;0
"=""303107""";"gm. Zakrzewo";"złotowski";"Piła";4979;3964;3918;46;46;43;0;3;0;30;13;14;3;0;0
"=""303108""";"gm. Złotów";"złotowski";"Piła";9561;7374;7339;35;35;30;0;5;0;63;30;28;5;0;0
"Miasto na prawach powiatu";"";"";""
"=""306101""";"m. Kalisz";"Kalisz";"Kalisz";94022;78109;77730;379;378;201;31;146;1;1067;204;717;146;0;0
"Miasto na prawach powiatu";"";"";""
"=""306201""";"m. Konin";"Konin";"Konin";69876;58886;58725;161;160;98;0;62;1;895;200;633;62;0;0
"Miasto na prawach powiatu";"";"";""
"=""306301""";"m. Leszno";"Leszno";"Leszno";59815;48958;48723;235;234;141;9;84;1;641;104;453;84;0;0
"Miasto na prawach powiatu";"";"";""
"=""306401""";"m. Poznań";"Poznań";"Poznań";480996;395094;388162;6932;6871;5973;1;897;62;7488;953;5638;897;1;0
"Powiat białogardzki";"";"";"";44934;36543;36194;349;347;232;8;107;2;527;136;284;107;0;0
"=""320101""";"m. Białogard";"białogardzki";"Koszalin";22223;18316;18134;182;182;103;6;73;0;314;71;170;73;0;0
"=""320102""";"gm. Białogard";"białogardzki";"Koszalin";7347;5940;5888;52;51;43;0;8;1;70;20;42;8;0;0
"=""320103""";"gm. Karlino";"białogardzki";"Koszalin";8753;6996;6953;43;42;25;2;15;1;87;22;50;15;0;0
"=""320104""";"gm. Tychowo";"białogardzki";"Koszalin";6611;5291;5219;72;72;61;0;11;0;56;23;22;11;0;0
"Powiat choszczeński";"";"";"";46706;38162;37877;285;282;211;10;61;3;448;103;284;61;0;0
"=""320201""";"gm. Bierzwnik";"choszczeński";"Koszalin";4721;3820;3775;45;45;40;0;5;0;40;4;31;5;0;0
"=""320202""";"gm. Choszczno";"choszczeński";"Koszalin";20502;16839;16724;115;113;75;4;34;2;203;36;133;34;0;0
"=""320203""";"gm. Drawno";"choszczeński";"Koszalin";4971;4155;4099;56;55;46;6;3;1;80;36;41;3;0;0
"=""320204""";"gm. Krzęcin";"choszczeński";"Koszalin";3593;2925;2900;25;25;19;0;6;0;26;6;14;6;0;0
"=""320205""";"gm. Pełczyce";"choszczeński";"Koszalin";7632;6111;6099;12;12;10;0;2;0;44;13;29;2;0;0
"=""320206""";"gm. Recz";"choszczeński";"Koszalin";5287;4312;4280;32;32;21;0;11;0;55;8;36;11;0;0
"Powiat drawski";"";"";"";55914;45398;44933;465;459;344;19;96;6;678;189;393;96;0;0
"=""320301""";"gm. Czaplinek";"drawski";"Koszalin";11552;9407;9308;99;98;93;5;0;1;78;5;73;0;0;0
"=""320302""";"gm. Drawsko Pomorskie";"drawski";"Koszalin";16995;13853;13717;136;134;95;4;35;2;224;61;128;35;0;0
"=""320303""";"gm. Kalisz Pomorski";"drawski";"Koszalin";7055;5623;5552;71;70;51;1;18;1;69;15;36;18;0;0
"=""320305""";"gm. Wierzchowo";"drawski";"Koszalin";4299;3483;3457;26;26;23;1;2;0;37;11;24;2;0;0
"=""320306""";"gm. Złocieniec";"drawski";"Koszalin";16013;13032;12899;133;131;82;8;41;2;270;97;132;41;0;0
"Powiat goleniowski";"";"";"";78373;63269;62537;732;732;465;60;207;0;940;281;452;207;0;0
"=""320402""";"gm. Goleniów";"goleniowski";"Szczecin";34062;27421;27230;191;191;121;20;50;0;314;58;206;50;0;0
"=""320403""";"gm. Maszewo";"goleniowski";"Szczecin";8526;6765;6598;167;167;129;19;19;0;77;18;40;19;0;0
"=""320404""";"gm. Nowogard";"goleniowski";"Szczecin";23258;18969;18741;228;228;99;3;126;0;436;176;134;126;0;0
"=""320405""";"gm. Osina";"goleniowski";"Szczecin";2941;2360;2311;49;49;37;9;3;0;28;9;16;3;0;0
"=""320406""";"gm. Przybiernów";"goleniowski";"Szczecin";4893;3977;3944;33;33;29;3;1;0;46;11;34;1;0;0
"=""320407""";"gm. Stepnica";"goleniowski";"Szczecin";4693;3777;3713;64;64;50;6;8;0;39;9;22;8;0;0
"Powiat gryficki";"";"";"";58109;47415;46623;792;788;556;57;175;4;965;250;540;175;0;0
"=""320501""";"gm. Brojce";"gryficki";"Szczecin";3741;2921;2893;28;28;23;4;1;0;36;6;29;1;0;0
"=""320502""";"gm. Gryfice";"gryficki";"Szczecin";22590;18494;18262;232;232;115;13;104;0;367;45;218;104;0;0
"=""320503""";"gm. Karnice";"gryficki";"Szczecin";3988;3276;3166;110;110;90;4;16;0;72;12;44;16;0;0
"=""320504""";"gm. Płoty";"gryficki";"Szczecin";8714;7020;6939;81;79;65;7;7;2;79;22;50;7;0;0
"=""320507""";"gm. Rewal";"gryficki";"Szczecin";3660;3211;2979;232;230;193;19;18;2;76;4;54;18;0;0
"=""320508""";"gm. Trzebiatów";"gryficki";"Szczecin";15416;12493;12384;109;109;70;10;29;0;335;161;145;29;0;0
"Powiat gryfiński";"";"";"";79256;64472;63810;662;650;496;52;102;12;829;240;487;102;0;0
"=""320601""";"gm. Banie";"gryfiński";"Szczecin";6167;5023;4996;27;27;20;6;1;0;45;15;29;1;0;0
"=""320602""";"gm. Cedynia";"gryfiński";"Szczecin";4242;3454;3346;108;99;91;1;7;9;27;7;13;7;0;0
"=""320603""";"gm. Chojna";"gryfiński";"Szczecin";13315;10822;10725;97;96;71;8;17;1;156;37;102;17;0;0
"=""320604""";"gm. Gryfino";"gryfiński";"Szczecin";29998;24474;24340;134;134;78;13;43;0;281;77;161;43;0;0
"=""320605""";"gm. Mieszkowice";"gryfiński";"Szczecin";6963;5575;5560;15;15;12;0;3;0;59;17;39;3;0;0
"=""320606""";"gm. Moryń";"gryfiński";"Szczecin";4249;3421;3369;52;52;42;2;8;0;95;64;23;8;0;0
"=""320607""";"gm. Stare Czarnowo";"gryfiński";"Szczecin";3737;3071;2966;105;104;76;14;14;1;80;4;62;14;0;0
"=""320608""";"gm. Trzcińsko-Zdrój";"gryfiński";"Szczecin";5320;4353;4267;86;85;76;2;7;1;48;12;29;7;0;0
"=""320609""";"gm. Widuchowa";"gryfiński";"Szczecin";5265;4279;4241;38;38;30;6;2;0;38;7;29;2;0;0
"Powiat kamieński";"";"";"";45119;37568;36879;689;677;476;51;150;12;645;80;415;150;0;0
"=""320701""";"gm. Dziwnów";"kamieński";"Szczecin";3768;3217;3106;111;111;80;8;23;0;84;10;51;23;0;0
"=""320702""";"gm. Golczewo";"kamieński";"Szczecin";5692;4756;4682;74;73;53;1;19;1;57;6;32;19;0;0
"=""320703""";"gm. Kamień Pomorski";"kamieński";"Szczecin";13619;11455;11329;126;124;79;5;40;2;215;41;134;40;0;0
"=""320704""";"gm. Międzyzdroje";"kamieński";"Szczecin";6110;5116;4973;143;138;94;13;31;5;105;7;67;31;0;0
"=""320705""";"gm. Świerzno";"kamieński";"Szczecin";4116;3339;3294;45;44;40;2;2;1;45;3;40;2;0;0
"=""320706""";"gm. Wolin";"kamieński";"Szczecin";11814;9685;9495;190;187;130;22;35;3;139;13;91;35;0;0
"Powiat kołobrzeski";"";"";"";74762;62079;60932;1147;1141;889;5;247;6;1300;185;868;247;0;0
"=""320801""";"m. Kołobrzeg";"kołobrzeski";"Koszalin";41908;35657;35141;516;514;360;0;154;2;863;105;604;154;0;0
"=""320802""";"gm. Dygowo";"kołobrzeski";"Koszalin";5438;4377;4321;56;55;50;3;2;1;55;30;23;2;0;0
"=""320803""";"gm. Gościno";"kołobrzeski";"Koszalin";5242;4159;4096;63;62;50;0;12;1;60;12;36;12;0;0
"=""320804""";"gm. Kołobrzeg";"kołobrzeski";"Koszalin";10742;8672;8391;281;279;240;0;39;2;170;20;111;39;0;0
"=""320805""";"gm. Rymań";"kołobrzeski";"Koszalin";3938;3206;3169;37;37;34;1;2;0;39;5;32;2;0;0
"=""320806""";"gm. Siemyśl";"kołobrzeski";"Koszalin";3763;2958;2935;23;23;16;1;6;0;45;9;30;6;0;0
"=""320807""";"gm. Ustronie Morskie";"kołobrzeski";"Koszalin";3731;3050;2879;171;171;139;0;32;0;68;4;32;32;0;0
"Powiat koszaliński";"";"";"";64554;52147;51052;1095;1088;880;34;174;7;1083;419;490;174;0;0
"=""320901""";"gm. Będzino";"koszaliński";"Koszalin";8358;6769;6718;51;51;45;0;6;0;95;17;72;6;0;0
"=""320902""";"gm. Biesiekierz";"koszaliński";"Koszalin";6876;5408;5292;116;116;110;0;6;0;185;121;58;6;0;0
"=""320903""";"gm. Bobolice";"koszaliński";"Koszalin";8725;7078;7006;72;72;46;0;26;0;168;80;62;26;0;0
"=""320904""";"gm. Manowo";"koszaliński";"Koszalin";6481;5225;5091;134;134;105;1;28;0;93;16;49;28;0;0
"=""320905""";"gm. Mielno";"koszaliński";"Koszalin";4771;4017;3843;174;167;142;5;20;7;86;26;40;20;0;0
"=""320906""";"gm. Polanów";"koszaliński";"Koszalin";8454;6797;6709;88;88;51;15;22;0;177;96;59;22;0;0
"=""320907""";"gm. Sianów";"koszaliński";"Koszalin";13570;10973;10749;224;224;166;13;45;0;187;47;95;45;0;0
"=""320908""";"gm. Świeszyno";"koszaliński";"Koszalin";7319;5880;5644;236;236;215;0;21;0;92;16;55;21;0;0
"Powiat myśliborski";"";"";"";63191;51517;51184;333;328;209;24;95;5;588;131;362;95;0;0
"=""321001""";"gm. Barlinek";"myśliborski";"Szczecin";18334;14947;14897;50;47;23;10;14;3;147;40;93;14;0;0
"=""321002""";"gm. Boleszkowice";"myśliborski";"Szczecin";2827;2267;2247;20;20;17;0;3;0;31;16;12;3;0;0
"=""321003""";"gm. Dębno";"myśliborski";"Szczecin";19562;15835;15706;129;129;52;14;63;0;195;32;100;63;0;0
"=""321004""";"gm. Myślibórz";"myśliborski";"Szczecin";19055;15795;15734;61;61;46;0;15;0;193;39;139;15;0;0
"=""321005""";"gm. Nowogródek Pomorski";"myśliborski";"Szczecin";3413;2673;2600;73;71;71;0;0;2;22;4;18;0;0;0
"Powiat policki";"";"";"";73583;58718;57681;1037;1022;770;92;160;15;775;115;500;160;0;0
"=""321101""";"gm. Dobra (Szczecińska)";"policki";"Szczecin";22218;17052;16596;456;452;391;29;32;4;193;14;147;32;0;0
"=""321102""";"gm. Kołbaskowo";"policki";"Szczecin";12149;9394;9183;211;209;172;23;14;2;131;12;105;14;0;0
"=""321103""";"gm. Nowe Warpno";"policki";"Szczecin";1563;1327;1256;71;66;55;8;3;5;21;3;15;3;0;0
"=""321104""";"gm. Police";"policki";"Szczecin";37653;30945;30646;299;295;152;32;111;4;430;86;233;111;0;0
"Powiat pyrzycki";"";"";"";38042;31073;30779;294;292;206;11;75;2;312;62;175;75;0;0
"=""321201""";"gm. Bielice";"pyrzycki";"Szczecin";3058;2439;2386;53;53;47;5;1;0;14;5;8;1;0;0
"=""321202""";"gm. Kozielice";"pyrzycki";"Szczecin";2567;2048;2035;13;13;13;0;0;0;7;0;7;0;0;0
"=""321203""";"gm. Lipiany";"pyrzycki";"Szczecin";5776;4714;4678;36;36;28;0;8;0;42;10;24;8;0;0
