"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców ujętych w stałym obwodzie w CRW z urzędu na podstawie adresu stałego zameldowania";"Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek";"w tym liczba wyborców posiadających obywatelstwo krajów UE";"w tym liczba wyborców posiadających obywatelstwo UK";"Liczba osób pozbawionych prawa wybierania ogółem";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo krajów UE";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo UK"
"=""040305""";"gm. Nowa Wieś Wielka";"bydgoski";"Bydgoszcz";10077;8064;7978;86;0;0;14;0;0
"=""040306""";"gm. Osielsko";"bydgoski";"Bydgoszcz";16496;12460;12335;125;0;0;71;0;0
"=""040307""";"gm. Sicienko";"bydgoski";"Bydgoszcz";10328;8008;7923;85;2;0;31;0;0
"=""040308""";"gm. Solec Kujawski";"bydgoski";"Bydgoszcz";14988;12126;12083;43;0;0;30;0;0
"Powiat chełmiński";"";"";"";47343;38191;37848;343;1;0;269;0;0
"=""040401""";"m. Chełmno";"chełmiński";"Toruń";16277;13647;13445;202;1;0;140;0;0
"=""040402""";"gm. Chełmno";"chełmiński";"Toruń";6036;4677;4664;13;0;0;8;0;0
"=""040403""";"gm. Kijewo Królewskie";"chełmiński";"Toruń";4402;3477;3464;13;0;0;10;0;0
"=""040404""";"gm. Lisewo";"chełmiński";"Toruń";4827;3846;3800;46;0;0;78;0;0
"=""040405""";"gm. Papowo Biskupie";"chełmiński";"Toruń";4112;3260;3243;17;0;0;10;0;0
"=""040406""";"gm. Stolno";"chełmiński";"Toruń";5173;4078;4053;25;0;0;13;0;0
"=""040407""";"gm. Unisław";"chełmiński";"Toruń";6516;5206;5179;27;0;0;10;0;0
"Powiat golubsko-dobrzyński";"";"";"";43057;34577;34296;281;0;0;132;0;0
"=""040501""";"m. Golub-Dobrzyń";"golubsko-dobrzyński";"Toruń";10991;9021;8933;88;0;0;41;0;0
"=""040502""";"gm. Ciechocin";"golubsko-dobrzyński";"Toruń";3933;3154;3137;17;0;0;17;0;0
"=""040503""";"gm. Golub-Dobrzyń";"golubsko-dobrzyński";"Toruń";8869;6981;6926;55;0;0;25;0;0
"=""040504""";"gm. Kowalewo Pomorskie";"golubsko-dobrzyński";"Toruń";11092;8900;8842;58;0;0;31;0;0
"=""040505""";"gm. Radomin";"golubsko-dobrzyński";"Toruń";3916;3117;3082;35;0;0;7;0;0
"=""040506""";"gm. Zbójno";"golubsko-dobrzyński";"Toruń";4256;3404;3376;28;0;0;11;0;0
"Powiat grudziądzki";"";"";"";39024;30652;30477;175;1;0;84;0;0
"=""040601""";"gm. Grudziądz";"grudziądzki";"Toruń";13063;10125;10068;57;0;0;30;0;0
"=""040602""";"gm. Gruta";"grudziądzki";"Toruń";6238;4943;4912;31;1;0;9;0;0
"=""040603""";"gm. Łasin";"grudziądzki";"Toruń";7291;5776;5730;46;0;0;15;0;0
"=""040604""";"gm. Radzyń Chełmiński";"grudziądzki";"Toruń";4401;3525;3506;19;0;0;10;0;0
"=""040605""";"gm. Rogóźno";"grudziądzki";"Toruń";4031;3136;3126;10;0;0;9;0;0
"=""040606""";"gm. Świecie nad Osą";"grudziądzki";"Toruń";4000;3147;3135;12;0;0;11;0;0
"Powiat inowrocławski";"";"";"";144964;119705;119186;519;2;0;511;0;0
"=""040701""";"m. Inowrocław";"inowrocławski";"Bydgoszcz";62625;52824;52617;207;0;0;162;0;0
"=""040702""";"gm. Dąbrowa Biskupia";"inowrocławski";"Bydgoszcz";4928;3914;3907;7;0;0;49;0;0
"=""040703""";"gm. Gniewkowo";"inowrocławski";"Bydgoszcz";13299;10825;10745;80;0;0;64;0;0
"=""040704""";"gm. Inowrocław";"inowrocławski";"Bydgoszcz";11724;9428;9399;29;0;0;27;0;0
"=""040705""";"gm. Janikowo";"inowrocławski";"Bydgoszcz";12436;10211;10190;21;0;0;66;0;0
"=""040706""";"gm. Kruszwica";"inowrocławski";"Bydgoszcz";17599;14505;14440;65;1;0;86;0;0
"=""040707""";"gm. Pakość";"inowrocławski";"Bydgoszcz";9144;7395;7372;23;0;0;26;0;0
"=""040708""";"gm. Rojewo";"inowrocławski";"Bydgoszcz";4504;3578;3540;38;0;0;13;0;0
"=""040709""";"gm. Złotniki Kujawskie";"inowrocławski";"Bydgoszcz";8705;7025;6976;49;1;0;18;0;0
"Powiat lipnowski";"";"";"";62679;50238;49766;472;2;0;193;0;0
"=""040801""";"m. Lipno";"lipnowski";"Włocławek";12858;10548;10454;94;0;0;31;0;0
"=""040802""";"gm. Bobrowniki";"lipnowski";"Włocławek";3045;2422;2382;40;0;0;7;0;0
"=""040803""";"gm. Chrostkowo";"lipnowski";"Włocławek";2820;2279;2252;27;0;0;2;0;0
"=""040804""";"gm. Dobrzyń nad Wisłą";"lipnowski";"Włocławek";7176;5869;5822;47;0;0;8;0;0
"=""040805""";"gm. Kikół";"lipnowski";"Włocławek";6784;5428;5388;40;0;0;11;0;0
"=""040806""";"gm. Lipno";"lipnowski";"Włocławek";11506;9117;9051;66;0;0;24;0;0
"=""040807""";"gm. Skępe";"lipnowski";"Włocławek";7229;5794;5743;51;1;0;21;0;0
"=""040808""";"gm. Tłuchowo";"lipnowski";"Włocławek";4636;3661;3605;56;0;0;9;0;0
"=""040809""";"gm. Wielgie";"lipnowski";"Włocławek";6625;5120;5069;51;1;0;80;0;0
"Powiat mogileński";"";"";"";43656;35439;35311;128;1;0;168;0;0
"=""040901""";"gm. Dąbrowa";"mogileński";"Bydgoszcz";4434;3553;3542;11;1;0;5;0;0
"=""040902""";"gm. Jeziora Wielkie";"mogileński";"Bydgoszcz";4639;3715;3700;15;0;0;90;0;0
"=""040903""";"gm. Mogilno";"mogileński";"Bydgoszcz";23569;19221;19128;93;0;0;47;0;0
"=""040904""";"gm. Strzelno";"mogileński";"Bydgoszcz";11014;8950;8941;9;0;0;26;0;0
"Powiat nakielski";"";"";"";80822;64641;64326;315;1;0;265;0;0
"=""041001""";"gm. Kcynia";"nakielski";"Bydgoszcz";12344;9983;9933;50;0;0;33;0;0
"=""041002""";"gm. Mrocza";"nakielski";"Bydgoszcz";8788;6938;6915;23;1;0;30;0;0
"=""041003""";"gm. Nakło nad Notecią";"nakielski";"Bydgoszcz";28780;23328;23223;105;0;0;115;0;0
"=""041004""";"gm. Sadki";"nakielski";"Bydgoszcz";7020;5520;5506;14;0;0;14;0;0
"=""041005""";"gm. Szubin";"nakielski";"Bydgoszcz";23890;18872;18749;123;0;0;73;0;0
"Powiat radziejowski";"";"";"";38654;31845;31646;199;0;0;101;0;0
"=""041101""";"m. Radziejów";"radziejowski";"Włocławek";5020;4285;4261;24;0;0;16;0;0
"=""041102""";"gm. Bytoń";"radziejowski";"Włocławek";3386;2743;2708;35;0;0;10;0;0
"=""041103""";"gm. Dobre";"radziejowski";"Włocławek";5011;4155;4140;15;0;0;8;0;0
"=""041104""";"gm. Osięciny";"radziejowski";"Włocławek";7331;6029;5989;40;0;0;16;0;0
"=""041105""";"gm. Piotrków Kujawski";"radziejowski";"Włocławek";8887;7266;7228;38;0;0;30;0;0
"=""041106""";"gm. Radziejów";"radziejowski";"Włocławek";4320;3482;3477;5;0;0;7;0;0
"=""041107""";"gm. Topólka";"radziejowski";"Włocławek";4699;3885;3843;42;0;0;14;0;0
"Powiat rypiński";"";"";"";41676;33732;33563;169;0;0;91;0;0
"=""041201""";"m. Rypin";"rypiński";"Włocławek";14905;12252;12211;41;0;0;35;0;0
"=""041202""";"gm. Brzuze";"rypiński";"Włocławek";5099;4125;4091;34;0;0;11;0;0
"=""041203""";"gm. Rogowo";"rypiński";"Włocławek";4642;3729;3699;30;0;0;12;0;0
"=""041204""";"gm. Rypin";"rypiński";"Włocławek";7421;5866;5829;37;0;0;14;0;0
"=""041205""";"gm. Skrwilno";"rypiński";"Włocławek";5652;4578;4570;8;0;0;11;0;0
"=""041206""";"gm. Wąpielsk";"rypiński";"Włocławek";3957;3182;3163;19;0;0;8;0;0
"Powiat sępoleński";"";"";"";38811;30805;30612;193;0;0;260;0;0
"=""041301""";"gm. Kamień Krajeński";"sępoleński";"Bydgoszcz";6641;5177;5149;28;0;0;73;0;0
"=""041302""";"gm. Sępólno Krajeńskie";"sępoleński";"Bydgoszcz";14999;12027;11955;72;0;0;47;0;0
"=""041303""";"gm. Sośno";"sępoleński";"Bydgoszcz";4684;3659;3633;26;0;0;22;0;0
"=""041304""";"gm. Więcbork";"sępoleński";"Bydgoszcz";12487;9942;9875;67;0;0;118;0;0
"Powiat świecki";"";"";"";91525;73365;72987;378;1;0;226;0;0
"=""041401""";"gm. Bukowiec";"świecki";"Bydgoszcz";4882;3815;3785;30;0;0;16;0;0
"=""041402""";"gm. Dragacz";"świecki";"Bydgoszcz";6706;5331;5283;48;0;0;17;0;0
"=""041403""";"gm. Drzycim";"świecki";"Bydgoszcz";4847;3808;3775;33;0;0;17;0;0
"=""041404""";"gm. Jeżewo";"świecki";"Bydgoszcz";7663;6040;6023;17;0;0;11;0;0
"=""041405""";"gm. Lniano";"świecki";"Bydgoszcz";4137;3209;3183;26;0;0;11;0;0
"=""041406""";"gm. Nowe";"świecki";"Bydgoszcz";9273;7578;7550;28;0;0;22;0;0
"=""041407""";"gm. Osie";"świecki";"Bydgoszcz";5383;4277;4248;29;0;0;9;0;0
"=""041408""";"gm. Pruszcz";"świecki";"Bydgoszcz";8958;7131;7081;50;0;0;47;0;0
"=""041409""";"gm. Świecie";"świecki";"Bydgoszcz";30035;24443;24404;39;0;0;62;0;0
"=""041410""";"gm. Świekatowo";"świecki";"Bydgoszcz";3610;2887;2855;32;1;0;6;0;0
"=""041411""";"gm. Warlubie";"świecki";"Bydgoszcz";6031;4846;4800;46;0;0;8;0;0
"Powiat toruński";"";"";"";108120;84167;83431;736;1;0;248;0;0
"=""041501""";"m. Chełmża";"toruński";"Toruń";12706;10373;10319;54;0;0;27;0;0
"=""041502""";"gm. Chełmża";"toruński";"Toruń";9361;7447;7376;71;0;0;22;0;0
"=""041503""";"gm. Czernikowo";"toruński";"Toruń";8844;6927;6806;121;0;0;24;0;0
"=""041504""";"gm. Lubicz";"toruński";"Toruń";19884;15608;15513;95;0;0;40;0;0
"=""041505""";"gm. Łubianka";"toruński";"Toruń";7748;5879;5836;43;0;0;32;0;0
"=""041506""";"gm. Łysomice";"toruński";"Toruń";10429;8095;8017;78;0;0;15;0;0
"=""041507""";"gm. Obrowo";"toruński";"Toruń";19123;14377;14216;161;0;0;46;0;0
"=""041508""";"gm. Wielka Nieszawka";"toruński";"Toruń";5149;3995;3956;39;1;0;7;0;0
"=""041509""";"gm. Zławieś Wielka";"toruński";"Toruń";14876;11466;11392;74;0;0;35;0;0
"Powiat tucholski";"";"";"";46544;36892;36634;258;3;0;141;0;0
"=""041601""";"gm. Cekcyn";"tucholski";"Bydgoszcz";6886;5321;5260;61;3;0;25;0;0
"=""041602""";"gm. Gostycyn";"tucholski";"Bydgoszcz";5034;3983;3961;22;0;0;13;0;0
"=""041603""";"gm. Kęsowo";"tucholski";"Bydgoszcz";4431;3444;3434;10;0;0;13;0;0
"=""041604""";"gm. Lubiewo";"tucholski";"Bydgoszcz";5918;4606;4578;28;0;0;17;0;0
"=""041605""";"gm. Śliwice";"tucholski";"Bydgoszcz";5573;4456;4415;41;0;0;9;0;0
"=""041606""";"gm. Tuchola";"tucholski";"Bydgoszcz";18702;15082;14986;96;0;0;64;0;0
"Powiat wąbrzeski";"";"";"";31829;25644;25523;121;0;0;98;0;0
"=""041701""";"m. Wąbrzeźno";"wąbrzeski";"Toruń";11800;9760;9678;82;0;0;51;0;0
"=""041702""";"gm. Dębowa Łąka";"wąbrzeski";"Toruń";3124;2440;2437;3;0;0;8;0;0
"=""041703""";"gm. Książki";"wąbrzeski";"Toruń";3932;3157;3148;9;0;0;9;0;0
"=""041704""";"gm. Płużnica";"wąbrzeski";"Toruń";4524;3607;3584;23;0;0;11;0;0
"=""041705""";"gm. Ryńsk";"wąbrzeski";"Toruń";8449;6680;6676;4;0;0;19;0;0
"Powiat włocławski";"";"";"";83081;67772;67312;461;1;0;264;0;0
"=""041801""";"m. Kowal";"włocławski";"Włocławek";3258;2731;2705;26;1;0;13;0;0
"=""041802""";"gm. Baruchowo";"włocławski";"Włocławek";3370;2742;2723;19;0;0;26;0;0
"=""041803""";"gm. Boniewo";"włocławski";"Włocławek";3282;2692;2674;18;0;0;10;0;0
"=""041804""";"gm. Brześć Kujawski";"włocławski";"Włocławek";10819;8906;8857;49;0;0;8;0;0
"=""041805""";"gm. Choceń";"włocławski";"Włocławek";7726;6250;6184;66;0;0;51;0;0
"=""041806""";"gm. Chodecz";"włocławski";"Włocławek";5660;4699;4669;30;0;0;11;0;0
"=""041807""";"gm. Fabianki";"włocławski";"Włocławek";9946;7966;7917;49;0;0;20;0;0
"=""041808""";"gm. Izbica Kujawska";"włocławski";"Włocławek";7395;5937;5913;25;0;0;51;0;0
"=""041809""";"gm. Kowal";"włocławski";"Włocławek";3892;3176;3153;23;0;0;12;0;0
"=""041810""";"gm. Lubanie";"włocławski";"Włocławek";4437;3636;3610;26;0;0;5;0;0
"=""041811""";"gm. Lubień Kujawski";"włocławski";"Włocławek";6881;5651;5600;51;0;0;19;0;0
"=""041812""";"gm. Lubraniec";"włocławski";"Włocławek";9049;7484;7457;27;0;0;15;0;0
"=""041813""";"gm. Włocławek";"włocławski";"Włocławek";7366;5902;5850;52;0;0;23;0;0
"Powiat żniński";"";"";"";66610;53801;53432;369;0;0;236;0;0
"=""041901""";"gm. Barcin";"żniński";"Bydgoszcz";13530;11027;10893;134;0;0;61;0;0
"=""041902""";"gm. Gąsawa";"żniński";"Bydgoszcz";5069;4082;4059;23;0;0;11;0;0
"=""041903""";"gm. Janowiec Wielkopolski";"żniński";"Bydgoszcz";8509;6859;6821;38;0;0;57;0;0
"=""041904""";"gm. Łabiszyn";"żniński";"Bydgoszcz";10125;8056;8015;41;0;0;30;0;0
"=""041905""";"gm. Rogowo";"żniński";"Bydgoszcz";6586;5219;5189;30;0;0;25;0;0
"=""041906""";"gm. Żnin";"żniński";"Bydgoszcz";22791;18558;18455;103;0;0;52;0;0
"Miasto na prawach powiatu";"";"";""
"=""046101""";"m. Bydgoszcz";"Bydgoszcz";"Bydgoszcz";293015;243763;242165;1597;11;0;848;0;0
"Miasto na prawach powiatu";"";"";""
"=""046201""";"m. Grudziądz";"Grudziądz";"Toruń";76860;63755;63236;519;3;0;282;0;0
"Miasto na prawach powiatu";"";"";""
"=""046301""";"m. Toruń";"Toruń";"Toruń";172196;142307;141403;904;2;0;479;0;0
"Miasto na prawach powiatu";"";"";""
"=""046401""";"m. Włocławek";"Włocławek";"Włocławek";95356;80660;80249;411;1;0;219;0;0
"Powiat bialski";"";"";"";107857;87120;86080;1040;1;0;199;0;0
"=""060101""";"m. Międzyrzec Podlaski";"bialski";"Biała Podlaska";15816;12957;12879;78;0;0;26;0;0
"=""060102""";"m. Terespol";"bialski";"Biała Podlaska";5313;4390;4364;26;0;0;7;0;0
"=""060103""";"gm. Biała Podlaska";"bialski";"Biała Podlaska";14840;11620;11374;246;0;0;48;0;0
"=""060104""";"gm. Drelów";"bialski";"Biała Podlaska";5277;4211;4192;19;0;0;14;0;0
"=""060105""";"gm. Janów Podlaski";"bialski";"Biała Podlaska";5010;4048;3999;49;0;0;11;0;0
"=""060106""";"gm. Kodeń";"bialski";"Biała Podlaska";3429;2837;2761;76;0;0;10;0;0
"=""060107""";"gm. Konstantynów";"bialski";"Biała Podlaska";3974;3145;3068;77;0;0;13;0;0
"=""060108""";"gm. Leśna Podlaska";"bialski";"Biała Podlaska";4195;3396;3356;40;0;0;4;0;0
"=""060109""";"gm. Łomazy";"bialski";"Biała Podlaska";4818;3991;3940;51;0;0;5;0;0
"=""060110""";"gm. Międzyrzec Podlaski";"bialski";"Biała Podlaska";10335;8114;8070;44;0;0;9;0;0
"=""060111""";"gm. Piszczac";"bialski";"Biała Podlaska";7004;5668;5605;63;0;0;8;0;0
"=""060112""";"gm. Rokitno";"bialski";"Biała Podlaska";2848;2296;2263;33;0;0;3;0;0
"=""060113""";"gm. Rossosz";"bialski";"Biała Podlaska";2157;1795;1778;17;0;0;2;0;0
"=""060114""";"gm. Sławatycze";"bialski";"Biała Podlaska";2315;1855;1822;33;0;0;6;0;0
"=""060115""";"gm. Sosnówka";"bialski";"Biała Podlaska";2349;1917;1882;35;0;0;6;0;0
"=""060116""";"gm. Terespol";"bialski";"Biała Podlaska";6238;5131;5100;31;0;0;8;0;0
"=""060117""";"gm. Tuczna";"bialski";"Biała Podlaska";2917;2403;2381;22;0;0;7;0;0
"=""060118""";"gm. Wisznice";"bialski";"Biała Podlaska";4740;3907;3862;45;1;0;8;0;0
"=""060119""";"gm. Zalesie";"bialski";"Biała Podlaska";4282;3439;3384;55;0;0;4;0;0
"Powiat biłgorajski";"";"";"";98217;80715;80306;409;0;0;271;0;0
"=""060201""";"m. Biłgoraj";"biłgorajski";"Zamość";25028;20818;20674;144;0;0;40;0;0
"=""060202""";"gm. Aleksandrów";"biłgorajski";"Zamość";3266;2592;2583;9;0;0;17;0;0
"=""060203""";"gm. Biłgoraj";"biłgorajski";"Zamość";13409;10682;10659;23;0;0;63;0;0
"=""060204""";"gm. Biszcza";"biłgorajski";"Zamość";3767;3057;3035;22;0;0;11;0;0
"=""060205""";"gm. Frampol";"biłgorajski";"Zamość";5905;4876;4870;6;0;0;21;0;0
"=""060206""";"gm. Goraj";"biłgorajski";"Zamość";4003;3314;3302;12;0;0;13;0;0
"=""060207""";"gm. Józefów";"biłgorajski";"Zamość";6564;5543;5510;33;0;0;20;0;0
"=""060208""";"gm. Księżpol";"biłgorajski";"Zamość";6843;5475;5456;19;0;0;14;0;0
"=""060209""";"gm. Łukowa";"biłgorajski";"Zamość";4143;3363;3352;11;0;0;5;0;0
"=""060210""";"gm. Obsza";"biłgorajski";"Zamość";4129;3365;3354;11;0;0;10;0;0
"=""060211""";"gm. Potok Górny";"biłgorajski";"Zamość";5145;4303;4255;48;0;0;16;0;0
"=""060212""";"gm. Tarnogród";"biłgorajski";"Zamość";6420;5284;5270;14;0;0;14;0;0
"=""060213""";"gm. Tereszpol";"biłgorajski";"Zamość";3887;3154;3134;20;0;0;14;0;0
"=""060214""";"gm. Turobin";"biłgorajski";"Zamość";5708;4889;4852;37;0;0;13;0;0
"Powiat chełmski";"";"";"";75395;61441;60739;702;1;0;157;0;0
"=""060301""";"m. Rejowiec Fabryczny";"chełmski";"Chełm";4106;3421;3379;42;0;0;3;0;0
"=""060302""";"gm. Białopole";"chełmski";"Chełm";2825;2334;2316;18;0;0;2;0;0
"=""060303""";"gm. Chełm";"chełmski";"Chełm";14990;11889;11772;117;0;0;58;0;0
"=""060304""";"gm. Dorohusk";"chełmski";"Chełm";6066;4974;4905;69;0;0;7;0;0
"=""060305""";"gm. Dubienka";"chełmski";"Chełm";2278;1891;1853;38;0;0;5;0;0
"=""060306""";"gm. Kamień";"chełmski";"Chełm";4151;3298;3266;32;0;0;6;0;0
"=""060307""";"gm. Leśniowice";"chełmski";"Chełm";3491;2885;2834;51;0;0;3;0;0
"=""060308""";"gm. Rejowiec Fabryczny";"chełmski";"Chełm";3986;3267;3237;30;0;0;4;0;0
"=""060309""";"gm. Ruda-Huta";"chełmski";"Chełm";4308;3536;3505;31;0;0;9;0;0
"=""060310""";"gm. Sawin";"chełmski";"Chełm";5203;4262;4214;48;0;0;13;0;0
"=""060311""";"gm. Siedliszcze";"chełmski";"Chełm";6509;5252;5209;43;1;0;6;0;0
"=""060312""";"gm. Wierzbica";"chełmski";"Chełm";4966;4038;3972;66;0;0;12;0;0
"=""060313""";"gm. Wojsławice";"chełmski";"Chełm";3612;3011;2946;65;0;0;10;0;0
"=""060314""";"gm. Żmudź";"chełmski";"Chełm";2954;2419;2379;40;0;0;2;0;0
"=""060315""";"gm. Rejowiec";"chełmski";"Chełm";5950;4964;4952;12;0;0;17;0;0
"Powiat hrubieszowski";"";"";"";59091;49709;49477;232;0;0;110;0;0
"=""060401""";"m. Hrubieszów";"hrubieszowski";"Zamość";15760;13357;13306;51;0;0;36;0;0
"=""060402""";"gm. Dołhobyczów";"hrubieszowski";"Zamość";5072;4243;4226;17;0;0;8;0;0
"=""060403""";"gm. Horodło";"hrubieszowski";"Zamość";4851;4069;4026;43;0;0;8;0;0
"=""060404""";"gm. Hrubieszów";"hrubieszowski";"Zamość";9661;8004;7983;21;0;0;17;0;0
"=""060405""";"gm. Mircze";"hrubieszowski";"Zamość";6590;5625;5598;27;0;0;8;0;0
"=""060406""";"gm. Trzeszczany";"hrubieszowski";"Zamość";3914;3320;3310;10;0;0;6;0;0
"=""060407""";"gm. Uchanie";"hrubieszowski";"Zamość";4308;3627;3603;24;0;0;7;0;0
"=""060408""";"gm. Werbkowice";"hrubieszowski";"Zamość";8935;7464;7425;39;0;0;20;0;0
"Powiat janowski";"";"";"";44038;36315;36113;202;0;0;117;0;0
"=""060501""";"gm. Batorz";"janowski";"Lublin";3172;2607;2598;9;0;0;10;0;0
"=""060502""";"gm. Chrzanów";"janowski";"Lublin";2835;2315;2309;6;0;0;7;0;0
"=""060503""";"gm. Dzwola";"janowski";"Lublin";6076;4983;4970;13;0;0;16;0;0
"=""060504""";"gm. Godziszów";"janowski";"Lublin";5593;4614;4609;5;0;0;17;0;0
"=""060505""";"gm. Janów Lubelski";"janowski";"Lublin";14911;12436;12337;99;0;0;37;0;0
"=""060506""";"gm. Modliborzyce";"janowski";"Lublin";6923;5637;5592;45;0;0;21;0;0
"=""060507""";"gm. Potok Wielki";"janowski";"Lublin";4528;3723;3698;25;0;0;9;0;0
"Powiat krasnostawski";"";"";"";60045;50613;50079;534;1;0;125;0;0
"=""060601""";"m. Krasnystaw";"krasnostawski";"Chełm";17272;14689;14570;119;0;0;58;0;0
"=""060602""";"gm. Fajsławice";"krasnostawski";"Chełm";4467;3725;3710;15;0;0;4;0;0
"=""060603""";"gm. Gorzków";"krasnostawski";"Chełm";3281;2804;2766;38;0;0;2;0;0
"=""060604""";"gm. Izbica";"krasnostawski";"Chełm";7863;6538;6462;76;1;0;11;0;0
"=""060605""";"gm. Krasnystaw";"krasnostawski";"Chełm";8173;6752;6727;25;0;0;20;0;0
"=""060606""";"gm. Kraśniczyn";"krasnostawski";"Chełm";3378;2921;2848;73;0;0;10;0;0
"=""060607""";"gm. Łopiennik Górny";"krasnostawski";"Chełm";3752;3146;3098;48;0;0;0;0;0
"=""060609""";"gm. Rudnik";"krasnostawski";"Chełm";2862;2449;2386;63;0;0;7;0;0
"=""060610""";"gm. Siennica Różana";"krasnostawski";"Chełm";3968;3330;3307;23;0;0;4;0;0
"=""060611""";"gm. Żółkiewka";"krasnostawski";"Chełm";5029;4259;4205;54;0;0;9;0;0
"Powiat kraśnicki";"";"";"";90003;74734;74182;552;2;0;180;0;0
"=""060701""";"m. Kraśnik";"kraśnicki";"Lublin";30773;26225;25991;234;0;0;43;0;0
"=""060702""";"gm. Annopol";"kraśnicki";"Lublin";8272;6771;6713;58;0;0;14;0;0
"=""060703""";"gm. Dzierzkowice";"kraśnicki";"Lublin";5223;4256;4253;3;0;0;11;0;0
"=""060704""";"gm. Gościeradów";"kraśnicki";"Lublin";6982;5687;5642;45;0;0;50;0;0
"=""060705""";"gm. Kraśnik";"kraśnicki";"Lublin";7087;5801;5784;17;0;0;9;0;0
"=""060706""";"gm. Szastarka";"kraśnicki";"Lublin";5611;4598;4577;21;0;0;15;0;0
"=""060707""";"gm. Trzydnik Duży";"kraśnicki";"Lublin";6159;5114;5088;26;0;0;5;0;0
"=""060708""";"gm. Urzędów";"kraśnicki";"Lublin";8229;6783;6696;87;1;0;11;0;0
"=""060709""";"gm. Wilkołaz";"kraśnicki";"Lublin";5421;4353;4338;15;0;0;12;0;0
"=""060710""";"gm. Zakrzówek";"kraśnicki";"Lublin";6246;5146;5100;46;1;0;10;0;0
"Powiat lubartowski";"";"";"";85354;69437;68873;564;5;0;176;0;0
"=""060801""";"m. Lubartów";"lubartowski";"Lublin";20198;16678;16578;100;0;0;29;0;0
"=""060802""";"gm. Abramów";"lubartowski";"Lublin";3965;3241;3228;13;0;0;4;0;0
"=""060803""";"gm. Firlej";"lubartowski";"Lublin";5751;4652;4608;44;0;0;9;0;0
"=""060804""";"gm. Jeziorzany";"lubartowski";"Lublin";2618;2143;2129;14;0;0;4;0;0
"=""060805""";"gm. Kamionka";"lubartowski";"Lublin";6382;5175;5142;33;0;0;9;0;0
"=""060806""";"gm. Kock";"lubartowski";"Lublin";6100;4997;4969;28;0;0;17;0;0
"=""060807""";"gm. Lubartów";"lubartowski";"Lublin";11629;9212;9162;50;2;0;29;0;0
"=""060808""";"gm. Michów";"lubartowski";"Lublin";5683;4729;4637;92;1;0;4;0;0
"=""060809""";"gm. Niedźwiada";"lubartowski";"Lublin";6219;5052;5033;19;0;0;6;0;0
"=""060810""";"gm. Ostrów Lubelski";"lubartowski";"Lublin";5104;4130;4080;50;0;0;39;0;0
"=""060811""";"gm. Ostrówek";"lubartowski";"Lublin";3780;3022;2995;27;0;0;8;0;0
"=""060812""";"gm. Serniki";"lubartowski";"Lublin";4865;3919;3875;44;0;0;9;0;0
"=""060813""";"gm. Uścimów";"lubartowski";"Lublin";3060;2487;2437;50;2;0;9;0;0
"Powiat lubelski";"";"";"";156992;124777;122940;1837;2;0;301;0;0
"=""060901""";"gm. Bełżyce";"lubelski";"Lublin";12774;10284;10217;67;0;0;61;0;0
"=""060902""";"gm. Borzechów";"lubelski";"Lublin";3841;3047;2958;89;0;0;5;0;0
"=""060903""";"gm. Bychawa";"lubelski";"Lublin";11087;9140;9119;21;0;0;15;0;0
"=""060904""";"gm. Garbów";"lubelski";"Lublin";8990;7190;7118;72;0;0;8;0;0
"=""060905""";"gm. Głusk";"lubelski";"Lublin";13040;9819;9574;245;0;0;8;0;0
"=""060906""";"gm. Jabłonna";"lubelski";"Lublin";8023;6437;6350;87;0;0;7;0;0
"=""060907""";"gm. Jastków";"lubelski";"Lublin";14340;11344;11205;139;0;0;28;0;0
"=""060908""";"gm. Konopnica";"lubelski";"Lublin";14348;11401;11185;216;0;0;18;0;0
"=""060909""";"gm. Krzczonów";"lubelski";"Lublin";4288;3590;3447;143;0;0;6;0;0
"=""060910""";"gm. Niedrzwica Duża";"lubelski";"Lublin";11913;9359;9268;91;0;0;24;0;0
"=""060911""";"gm. Niemce";"lubelski";"Lublin";20556;16223;15926;297;1;0;22;0;0
"=""060912""";"gm. Strzyżewice";"lubelski";"Lublin";7972;6395;6327;68;0;0;48;0;0
"=""060913""";"gm. Wojciechów";"lubelski";"Lublin";5924;4760;4700;60;0;0;14;0;0
"=""060914""";"gm. Wólka";"lubelski";"Lublin";12851;9914;9779;135;1;0;14;0;0
"=""060915""";"gm. Wysokie";"lubelski";"Lublin";4234;3561;3498;63;0;0;12;0;0
"=""060916""";"gm. Zakrzew";"lubelski";"Lublin";2811;2313;2269;44;0;0;11;0;0
"Powiat łęczyński";"";"";"";55079;43983;43624;359;1;0;73;0;0
"=""061001""";"gm. Cyców";"łęczyński";"Lublin";7686;6017;5960;57;0;0;11;0;0
"=""061002""";"gm. Ludwin";"łęczyński";"Lublin";5641;4384;4346;38;0;0;7;0;0
"=""061003""";"gm. Łęczna";"łęczyński";"Lublin";21729;17557;17491;66;0;0;26;0;0
"=""061004""";"gm. Milejów";"łęczyński";"Lublin";8617;7075;7039;36;0;0;11;0;0
"=""061005""";"gm. Puchaczów";"łęczyński";"Lublin";5636;4409;4313;96;0;0;10;0;0
