KOD TERYTORIALNY;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
060207;gm. Józefów;biłgorajski;Zamość;6888;5802;5754;48
060208;gm. Księżpol;biłgorajski;Zamość;6957;5549;5522;27
060209;gm. Łukowa;biłgorajski;Zamość;4376;3527;3515;12
060210;gm. Obsza;biłgorajski;Zamość;4330;3498;3479;19
060211;gm. Potok Górny;biłgorajski;Zamość;5469;4584;4525;59
060212;gm. Tarnogród;biłgorajski;Zamość;6657;5402;5381;21
060213;gm. Tereszpol;biłgorajski;Zamość;3970;3222;3198;24
060214;gm. Turobin;biłgorajski;Zamość;6169;5233;5187;46
Powiat chełmski;;;;78321;63703;62824;879
060301;m. Rejowiec Fabryczny;chełmski;Chełm;4351;3623;3575;48
060302;gm. Białopole;chełmski;Chełm;2962;2446;2425;21
060303;gm. Chełm;chełmski;Chełm;14798;11709;11577;132
060304;gm. Dorohusk;chełmski;Chełm;6377;5214;5125;89
060305;gm. Dubienka;chełmski;Chełm;2389;2009;1962;47
060306;gm. Kamień;chełmski;Chełm;4219;3356;3313;43
060307;gm. Leśniowice;chełmski;Chełm;3735;3061;2989;72
060308;gm. Rejowiec Fabryczny;chełmski;Chełm;4232;3470;3438;32
060309;gm. Ruda-Huta;chełmski;Chełm;4498;3657;3615;42
060310;gm. Sawin;chełmski;Chełm;5577;4527;4464;63
060311;gm. Siedliszcze;chełmski;Chełm;6764;5474;5422;52
060312;gm. Wierzbica;chełmski;Chełm;5152;4176;4085;91
060313;gm. Wojsławice;chełmski;Chełm;3823;3212;3135;77
060314;gm. Żmudź;chełmski;Chełm;3169;2579;2530;49
060315;gm. Rejowiec;chełmski;Chełm;6275;5190;5169;21
Powiat hrubieszowski;;;;63443;53040;52751;289
060401;m. Hrubieszów;hrubieszowski;Zamość;17232;14472;14417;55
060402;gm. Dołhobyczów;hrubieszowski;Zamość;5499;4594;4571;23
060403;gm. Horodło;hrubieszowski;Zamość;5203;4306;4250;56
060404;gm. Hrubieszów;hrubieszowski;Zamość;10189;8378;8354;24
060405;gm. Mircze;hrubieszowski;Zamość;7020;5980;5946;34
060406;gm. Trzeszczany;hrubieszowski;Zamość;4174;3515;3502;13
060407;gm. Uchanie;hrubieszowski;Zamość;4611;3869;3839;30
060408;gm. Werbkowice;hrubieszowski;Zamość;9515;7926;7872;54
Powiat janowski;;;;45994;37713;37482;231
060501;gm. Batorz;janowski;Lublin;3299;2697;2683;14
060502;gm. Chrzanów;janowski;Lublin;2967;2414;2408;6
060503;gm. Dzwola;janowski;Lublin;6374;5205;5190;15
060504;gm. Godziszów;janowski;Lublin;5832;4775;4767;8
060505;gm. Janów Lubelski;janowski;Lublin;15666;12962;12868;94
060506;gm. Modliborzyce;janowski;Lublin;7088;5780;5727;53
060507;gm. Potok Wielki;janowski;Lublin;4768;3880;3839;41
Powiat krasnostawski;;;;63593;53530;52853;677
060601;m. Krasnystaw;krasnostawski;Chełm;18312;15486;15345;141
060602;gm. Fajsławice;krasnostawski;Chełm;4626;3852;3837;15
060603;gm. Gorzków;krasnostawski;Chełm;3512;2992;2948;44
060604;gm. Izbica;krasnostawski;Chełm;8264;6867;6764;103
060605;gm. Krasnystaw;krasnostawski;Chełm;8598;7100;7065;35
060606;gm. Kraśniczyn;krasnostawski;Chełm;3683;3188;3085;103
060607;gm. Łopiennik Górny;krasnostawski;Chełm;3952;3328;3256;72
060609;gm. Rudnik;krasnostawski;Chełm;3060;2596;2522;74
060610;gm. Siennica Różana;krasnostawski;Chełm;4117;3488;3464;24
060611;gm. Żółkiewka;krasnostawski;Chełm;5469;4633;4567;66
Powiat kraśnicki;;;;94423;77909;77236;673
060701;m. Kraśnik;kraśnicki;Lublin;33040;27953;27679;274
060702;gm. Annopol;kraśnicki;Lublin;8671;7068;6999;69
060703;gm. Dzierzkowice;kraśnicki;Lublin;5330;4323;4319;4
060704;gm. Gościeradów;kraśnicki;Lublin;7233;5862;5814;48
060705;gm. Kraśnik;kraśnicki;Lublin;7255;5874;5858;16
060706;gm. Szastarka;kraśnicki;Lublin;5848;4774;4748;26
060707;gm. Trzydnik Duży;kraśnicki;Lublin;6428;5297;5268;29
060708;gm. Urzędów;kraśnicki;Lublin;8587;7003;6867;136
060709;gm. Wilkołaz;kraśnicki;Lublin;5523;4408;4389;19
060710;gm. Zakrzówek;kraśnicki;Lublin;6508;5347;5295;52
Powiat lubartowski;;;;88247;71460;70797;663
060801;m. Lubartów;lubartowski;Lublin;21352;17506;17410;96
060802;gm. Abramów;lubartowski;Lublin;4119;3373;3354;19
060803;gm. Firlej;lubartowski;Lublin;5909;4772;4729;43
060804;gm. Jeziorzany;lubartowski;Lublin;2802;2270;2247;23
060805;gm. Kamionka;lubartowski;Lublin;6456;5185;5141;44
060806;gm. Kock;lubartowski;Lublin;6429;5228;5193;35
060807;gm. Lubartów;lubartowski;Lublin;11478;9054;8994;60
060808;gm. Michów;lubartowski;Lublin;6041;4989;4878;111
060809;gm. Niedźwiada;lubartowski;Lublin;6318;5049;5021;28
060810;gm. Ostrów Lubelski;lubartowski;Lublin;5296;4332;4272;60
060811;gm. Ostrówek;lubartowski;Lublin;3953;3142;3105;37
060812;gm. Serniki;lubartowski;Lublin;4922;3983;3931;52
060813;gm. Uścimów;lubartowski;Lublin;3172;2577;2522;55
Powiat lubelski;;;;153906;122818;120675;2143
060901;gm. Bełżyce;lubelski;Lublin;13130;10619;10545;74
060902;gm. Borzechów;lubelski;Lublin;3929;3155;3035;120
060903;gm. Bychawa;lubelski;Lublin;11558;9524;9492;32
060904;gm. Garbów;lubelski;Lublin;9055;7261;7181;80
060905;gm. Głusk;lubelski;Lublin;11366;8678;8414;264
060906;gm. Jabłonna;lubelski;Lublin;7987;6419;6315;104
060907;gm. Jastków;lubelski;Lublin;13844;10963;10809;154
060908;gm. Konopnica;lubelski;Lublin;13846;11001;10737;264
060909;gm. Krzczonów;lubelski;Lublin;4414;3852;3673;179
060910;gm. Niedrzwica Duża;lubelski;Lublin;11765;9203;9088;115
060911;gm. Niemce;lubelski;Lublin;19515;15450;15144;306
060912;gm. Strzyżewice;lubelski;Lublin;7913;6326;6248;78
060913;gm. Wojciechów;lubelski;Lublin;5984;4789;4710;79
060914;gm. Wólka;lubelski;Lublin;12086;9258;9105;153
060915;gm. Wysokie;lubelski;Lublin;4551;3852;3765;87
060916;gm. Zakrzew;lubelski;Lublin;2963;2468;2414;54
Powiat łęczyński;;;;56378;44980;44532;448
061001;gm. Cyców;łęczyński;Lublin;7913;6161;6089;72
061002;gm. Ludwin;łęczyński;Lublin;5641;4352;4305;47
061003;gm. Łęczna;łęczyński;Lublin;22509;18245;18164;81
061004;gm. Milejów;łęczyński;Lublin;8936;7259;7210;49
061005;gm. Puchaczów;łęczyński;Lublin;5652;4445;4317;128
061006;gm. Spiczyn;łęczyński;Lublin;5727;4518;4447;71
Powiat łukowski;;;;107000;84453;83752;701
061101;m. Łuków;łukowski;Lublin;28797;23360;23187;173
061102;m. Stoczek Łukowski;łukowski;Lublin;2568;2106;2069;37
061103;gm. Adamów;łukowski;Lublin;5658;4514;4466;48
061104;gm. Krzywda;łukowski;Lublin;10566;8140;8071;69
061105;gm. Łuków;łukowski;Lublin;18211;13789;13730;59
061106;gm. Serokomla;łukowski;Lublin;4077;3263;3202;61
061107;gm. Stanin;łukowski;Lublin;9808;7611;7566;45
061108;gm. Stoczek Łukowski;łukowski;Lublin;7929;6386;6306;80
061109;gm. Trzebieszów;łukowski;Lublin;7558;5900;5870;30
061110;gm. Wojcieszków;łukowski;Lublin;6939;5435;5410;25
061111;gm. Wola Mysłowska;łukowski;Lublin;4889;3949;3875;74
Powiat opolski;;;;59392;48594;48097;497
061201;gm. Chodel;opolski;Lublin;6753;5300;5179;121
061202;gm. Józefów nad Wisłą;opolski;Lublin;6585;5401;5347;54
061203;gm. Karczmiska;opolski;Lublin;5629;4656;4609;47
061204;gm. Łaziska;opolski;Lublin;4943;4018;3985;33
061205;gm. Opole Lubelskie;opolski;Lublin;17041;14007;13924;83
061206;gm. Poniatowa;opolski;Lublin;13906;11490;11416;74
061207;gm. Wilków;opolski;Lublin;4535;3722;3637;85
Powiat parczewski;;;;35129;28748;28479;269
061301;gm. Dębowa Kłoda;parczewski;Biała Podlaska;4075;3316;3251;65
061302;gm. Jabłoń;parczewski;Biała Podlaska;3830;3119;3103;16
061303;gm. Milanów;parczewski;Biała Podlaska;3863;3115;3105;10
061304;gm. Parczew;parczewski;Biała Podlaska;14433;11838;11785;53
061305;gm. Podedwórze;parczewski;Biała Podlaska;1697;1426;1414;12
061306;gm. Siemień;parczewski;Biała Podlaska;4607;3782;3756;26
061307;gm. Sosnowica;parczewski;Biała Podlaska;2624;2152;2065;87
Powiat puławski;;;;112458;93218;92197;1021
061401;m. Puławy;puławski;Lublin;46322;38882;38598;284
061402;gm. Baranów;puławski;Lublin;3969;3280;3216;64
061403;gm. Janowiec;puławski;Lublin;3790;3122;3022;100
061404;gm. Kazimierz Dolny;puławski;Lublin;6704;5612;5525;87
061405;gm. Końskowola;puławski;Lublin;8859;7280;7230;50
061406;gm. Kurów;puławski;Lublin;7650;6261;6223;38
061407;gm. Markuszów;puławski;Lublin;2987;2422;2390;32
061408;gm. Nałęczów;puławski;Lublin;8916;7393;7285;108
061409;gm. Puławy;puławski;Lublin;12072;9864;9783;81
061410;gm. Wąwolnica;puławski;Lublin;4664;3783;3679;104
061411;gm. Żyrzyn;puławski;Lublin;6525;5319;5246;73
Powiat radzyński;;;;59755;48127;47663;464
061501;m. Radzyń Podlaski;radzyński;Biała Podlaska;15276;12554;12419;135
061502;gm. Borki;radzyński;Biała Podlaska;6251;4961;4887;74
061503;gm. Czemierniki;radzyński;Biała Podlaska;4377;3555;3536;19
061504;gm. Kąkolewnica;radzyński;Biała Podlaska;8262;6583;6537;46
061505;gm. Komarówka Podlaska;radzyński;Biała Podlaska;4430;3631;3600;31
061506;gm. Radzyń Podlaski;radzyński;Biała Podlaska;8249;6563;6511;52
061507;gm. Ulan-Majorat;radzyński;Biała Podlaska;6114;4822;4766;56
061508;gm. Wohyń;radzyński;Biała Podlaska;6796;5458;5407;51
Powiat rycki;;;;55647;45530;45118;412
061601;m. Dęblin;rycki;Lublin;15304;12860;12702;158
061602;gm. Kłoczew;rycki;Lublin;7290;5707;5674;33
061603;gm. Nowodwór;rycki;Lublin;4167;3308;3293;15
061604;gm. Ryki;rycki;Lublin;20466;16670;16576;94
061605;gm. Stężyca;rycki;Lublin;5186;4300;4284;16
061606;gm. Ułęż;rycki;Lublin;3234;2685;2589;96
Powiat świdnicki;;;;70345;57700;57324;376
061701;m. Świdnik;świdnicki;Lublin;37841;31294;31186;108
061702;gm. Mełgiew;świdnicki;Lublin;9762;7738;7615;123
061703;gm. Piaski;świdnicki;Lublin;10417;8545;8448;97
061704;gm. Rybczewice;świdnicki;Lublin;3446;2901;2883;18
061705;gm. Trawniki;świdnicki;Lublin;8879;7222;7192;30
Powiat tomaszowski;;;;84427;69860;69287;573
061801;m. Tomaszów Lubelski;tomaszowski;Zamość;18982;15961;15781;180
061802;gm. Bełżec;tomaszowski;Zamość;3391;2710;2691;19
061803;gm. Jarczów;tomaszowski;Zamość;3495;2902;2867;35
061804;gm. Krynice;tomaszowski;Zamość;3299;2745;2722;23
061805;gm. Lubycza Królewska;tomaszowski;Zamość;6293;5170;5132;38
061806;gm. Łaszczów;tomaszowski;Zamość;6055;5091;5055;36
061807;gm. Rachanie;tomaszowski;Zamość;5345;4416;4390;26
061808;gm. Susiec;tomaszowski;Zamość;7639;6267;6229;38
061809;gm. Tarnawatka;tomaszowski;Zamość;3978;3219;3172;47
061810;gm. Telatyn;tomaszowski;Zamość;4003;3334;3315;19
061811;gm. Tomaszów Lubelski;tomaszowski;Zamość;11482;9290;9241;49
061812;gm. Tyszowce;tomaszowski;Zamość;5761;4769;4722;47
061813;gm. Ulhówek;tomaszowski;Zamość;4704;3986;3970;16
Powiat włodawski;;;;38602;31641;31145;496
061901;m. Włodawa;włodawski;Chełm;12807;10583;10485;98
061902;gm. Hanna;włodawski;Chełm;2966;2489;2417;72
061903;gm. Hańsk;włodawski;Chełm;3812;3042;3018;24
061904;gm. Stary Brus;włodawski;Chełm;2180;1779;1694;85
061905;gm. Urszulin;włodawski;Chełm;4279;3409;3357;52
061906;gm. Włodawa;włodawski;Chełm;6048;4893;4839;54
061907;gm. Wola Uhruska;włodawski;Chełm;3867;3274;3230;44
061908;gm. Wyryki;włodawski;Chełm;2643;2172;2105;67
Powiat zamojski;;;;107657;88846;87795;1051
062001;gm. Adamów;zamojski;Zamość;4907;4035;3883;152
062002;gm. Grabowiec;zamojski;Zamość;4119;3475;3435;40
062003;gm. Komarów-Osada;zamojski;Zamość;5101;4249;4137;112
062004;gm. Krasnobród;zamojski;Zamość;7161;5859;5803;56
062005;gm. Łabunie;zamojski;Zamość;6310;5139;5071;68
062006;gm. Miączyn;zamojski;Zamość;5813;4792;4763;29
062007;gm. Nielisz;zamojski;Zamość;5666;4728;4649;79
062008;gm. Radecznica;zamojski;Zamość;5516;4716;4687;29
062009;gm. Sitno;zamojski;Zamość;6761;5485;5467;18
062010;gm. Skierbieszów;zamojski;Zamość;5168;4276;4218;58
062011;gm. Stary Zamość;zamojski;Zamość;5290;4356;4283;73
062012;gm. Sułów;zamojski;Zamość;4538;3794;3755;39
062013;gm. Szczebrzeszyn;zamojski;Zamość;11212;9339;9307;32
062014;gm. Zamość;zamojski;Zamość;23281;18931;18720;211
062015;gm. Zwierzyniec;zamojski;Zamość;6814;5672;5617;55
Miasto na prawach powiatu;;;;;;;
066101;m. Biała Podlaska;Biała Podlaska;Biała Podlaska;55382;45195;44867;328
Miasto na prawach powiatu;;;;;;;
066201;m. Chełm;Chełm;Chełm;59880;50347;50018;329
Miasto na prawach powiatu;;;;;;;
066301;m. Lublin;Lublin;Lublin;318128;260190;258764;1426
Miasto na prawach powiatu;;;;;;;
066401;m. Zamość;Zamość;Zamość;60679;50684;50462;222
Powiat gorzowski;;;;69413;55146;54599;547
080101;m. Kostrzyn nad Odrą;gorzowski;Gorzów Wielkopolski;16711;13345;13307;38
080102;gm. Bogdaniec;gorzowski;Gorzów Wielkopolski;6921;5482;5424;58
080103;gm. Deszczno;gorzowski;Gorzów Wielkopolski;9627;7518;7492;26
080104;gm. Kłodawa;gorzowski;Gorzów Wielkopolski;8405;6690;6507;183
080105;gm. Lubiszyn;gorzowski;Gorzów Wielkopolski;6691;5370;5289;81
080106;gm. Santok;gorzowski;Gorzów Wielkopolski;8630;6773;6661;112
080107;gm. Witnica;gorzowski;Gorzów Wielkopolski;12428;9968;9919;49
Powiat krośnieński;;;;53178;43497;43042;455
080201;m. Gubin;krośnieński;Zielona Góra;15668;12847;12766;81
080202;gm. Bobrowice;krośnieński;Zielona Góra;3157;2595;2512;83
080203;gm. Bytnica;krośnieński;Zielona Góra;2478;1990;1974;16
080204;gm. Dąbie;krośnieński;Zielona Góra;4904;3926;3866;60
080205;gm. Gubin;krośnieński;Zielona Góra;6988;5731;5664;67
080206;gm. Krosno Odrzańskie;krośnieński;Zielona Góra;17185;14142;14064;78
080207;gm. Maszewo;krośnieński;Zielona Góra;2798;2266;2196;70
Powiat międzyrzecki;;;;55806;45457;44960;497
080301;gm. Bledzew;międzyrzecki;Gorzów Wielkopolski;4291;3520;3463;57
080302;gm. Międzyrzecz;międzyrzecki;Gorzów Wielkopolski;23741;19362;19296;66
080303;gm. Przytoczna;międzyrzecki;Gorzów Wielkopolski;5625;4418;4342;76
080304;gm. Pszczew;międzyrzecki;Gorzów Wielkopolski;4157;3362;3277;85
080305;gm. Skwierzyna;międzyrzecki;Gorzów Wielkopolski;11677;9633;9507;126
080306;gm. Trzciel;międzyrzecki;Gorzów Wielkopolski;6315;5162;5075;87
Powiat nowosolski;;;;82375;66962;66480;482
080401;m. Nowa Sól;nowosolski;Zielona Góra;35776;29621;29503;118
080402;gm. Bytom Odrzański;nowosolski;Zielona Góra;5391;4296;4280;16
080403;gm. Kolsko;nowosolski;Zielona Góra;3319;2683;2632;51
080404;gm. Kożuchów;nowosolski;Zielona Góra;15322;12443;12361;82
080405;gm. Nowa Sól;nowosolski;Zielona Góra;6945;5505;5450;55
080406;gm. Nowe Miasteczko;nowosolski;Zielona Góra;5253;4242;4182;60
080407;gm. Otyń;nowosolski;Zielona Góra;6835;5430;5366;64
080408;gm. Siedlisko;nowosolski;Zielona Góra;3534;2742;2706;36
Powiat słubicki;;;;45146;36352;35810;542
080501;gm. Cybinka;słubicki;Gorzów Wielkopolski;6425;5201;5149;52
080502;gm. Górzyca;słubicki;Gorzów Wielkopolski;4214;3325;3302;23
080503;gm. Ośno Lubuskie;słubicki;Gorzów Wielkopolski;6203;5042;4908;134
080504;gm. Rzepin;słubicki;Gorzów Wielkopolski;9534;7629;7507;122
080505;gm. Słubice;słubicki;Gorzów Wielkopolski;18770;15155;14944;211
Powiat strzelecko-drezdenecki;;;;48103;38834;38540;294
080601;gm. Dobiegniew;strzelecko-drezdenecki;Gorzów Wielkopolski;6419;5301;5243;58
080602;gm. Drezdenko;strzelecko-drezdenecki;Gorzów Wielkopolski;16781;13440;13344;96
080603;gm. Stare Kurowo;strzelecko-drezdenecki;Gorzów Wielkopolski;4048;3230;3196;34
080604;gm. Strzelce Krajeńskie;strzelecko-drezdenecki;Gorzów Wielkopolski;16548;13408;13339;69
080605;gm. Zwierzyn;strzelecko-drezdenecki;Gorzów Wielkopolski;4307;3455;3418;37
Powiat sulęciński;;;;34063;27308;26834;474
080701;gm. Krzeszyce;sulęciński;Gorzów Wielkopolski;4704;3726;3597;129
080702;gm. Lubniewice;sulęciński;Gorzów Wielkopolski;3088;2571;2496;75
080703;gm. Słońsk;sulęciński;Gorzów Wielkopolski;4691;3727;3680;47
080704;gm. Sulęcin;sulęciński;Gorzów Wielkopolski;14984;12034;11881;153
080705;gm. Torzym;sulęciński;Gorzów Wielkopolski;6596;5250;5180;70
Powiat świebodziński;;;;53912;43767;43266;501
080801;gm. Lubrza;świebodziński;Zielona Góra;3543;2833;2762;71
080802;gm. Łagów;świebodziński;Zielona Góra;4934;4084;4005;79
080803;gm. Skąpe;świebodziński;Zielona Góra;4974;4000;3870;130
080804;gm. Szczaniec;świebodziński;Zielona Góra;3796;3087;3020;67
080805;gm. Świebodzin;świebodziński;Zielona Góra;28554;23245;23123;122
080806;gm. Zbąszynek;świebodziński;Zielona Góra;8111;6518;6486;32
Powiat zielonogórski;;;;72302;58691;58060;631
080901;gm. Babimost;zielonogórski;Zielona Góra;6050;4944;4913;31
080902;gm. Bojadła;zielonogórski;Zielona Góra;3265;2642;2555;87
080903;gm. Czerwieńsk;zielonogórski;Zielona Góra;9609;7732;7658;74
080904;gm. Kargowa;zielonogórski;Zielona Góra;5774;4645;4585;60
080905;gm. Nowogród Bobrzański;zielonogórski;Zielona Góra;9040;7368;7331;37
080906;gm. Sulechów;zielonogórski;Zielona Góra;24629;20197;20063;134
080907;gm. Świdnica;zielonogórski;Zielona Góra;6475;5260;5149;111
080908;gm. Trzebiechów;zielonogórski;Zielona Góra;3278;2581;2562;19
080909;gm. Zabór;zielonogórski;Zielona Góra;4182;3322;3244;78
Powiat żagański;;;;76173;62458;61998;460
081001;m. Gozdnica;żagański;Zielona Góra;2973;2505;2494;11
081002;m. Żagań;żagański;Zielona Góra;24079;19905;19786;119
081003;gm. Brzeźnica;żagański;Zielona Góra;3718;2926;2910;16
081004;gm. Iłowa;żagański;Zielona Góra;6592;5450;5401;49
081005;gm. Małomice;żagański;Zielona Góra;5135;4206;4164;42
081006;gm. Niegosławice;żagański;Zielona Góra;4402;3507;3467;40
081007;gm. Szprotawa;żagański;Zielona Góra;19879;16374;16296;78
081008;gm. Wymiarki;żagański;Zielona Góra;2241;1849;1832;17
081009;gm. Żagań;żagański;Zielona Góra;7154;5736;5648;88
Powiat żarski;;;;93011;76011;75521;490
081101;m. Łęknica;żarski;Zielona Góra;2438;1946;1907;39
081102;m. Żary;żarski;Zielona Góra;35588;29224;29156;68
081103;gm. Brody;żarski;Zielona Góra;3295;2667;2629;38
081104;gm. Jasień;żarski;Zielona Góra;6808;5592;5545;47
081105;gm. Lipinki Łużyckie;żarski;Zielona Góra;3251;2591;2542;49
081106;gm. Lubsko;żarski;Zielona Góra;17926;14793;14730;63
081107;gm. Przewóz;żarski;Zielona Góra;3106;2530;2508;22
081108;gm. Trzebiel;żarski;Zielona Góra;5586;4557;4515;42
081109;gm. Tuplice;żarski;Zielona Góra;2983;2466;2426;40
081110;gm. Żary;żarski;Zielona Góra;12030;9645;9563;82
Powiat wschowski;;;;38101;30475;30119;356
081201;gm. Sława;wschowski;Zielona Góra;12500;9912;9732;180
081202;gm. Szlichtyngowa;wschowski;Zielona Góra;5001;3995;3940;55
081203;gm. Wschowa;wschowski;Zielona Góra;20600;16568;16447;121
Miasto na prawach powiatu;;;;;;;
086101;m. Gorzów Wielkopolski;Gorzów Wielkopolski;Gorzów Wielkopolski;114136;93457;92887;570
Miasto na prawach powiatu;;;;;;;
086201;m. Zielona Góra;Zielona Góra;Zielona Góra;130672;106368;105782;586
Powiat bełchatowski;;;;111828;90431;89266;1165
100101;m. Bełchatów;bełchatowski;Piotrków Trybunalski;56143;45921;45669;252
100102;gm. Bełchatów;bełchatowski;Piotrków Trybunalski;11501;9188;9035;153
100103;gm. Drużbice;bełchatowski;Piotrków Trybunalski;5314;4320;4119;201
100104;gm. Kleszczów;bełchatowski;Piotrków Trybunalski;6322;4611;4552;59
100105;gm. Kluki;bełchatowski;Piotrków Trybunalski;4403;3561;3447;114
100106;gm. Rusiec;bełchatowski;Piotrków Trybunalski;5165;4228;4047;181
100107;gm. Szczerców;bełchatowski;Piotrków Trybunalski;8189;6640;6505;135
100108;gm. Zelów;bełchatowski;Piotrków Trybunalski;14791;11962;11892;70
Powiat kutnowski;;;;95365;79878;79226;652
100201;m. Kutno;kutnowski;Łódź;43053;36349;36116;233
100202;gm. Bedlno;kutnowski;Łódź;5472;4572;4498;74
100203;gm. Dąbrowice;kutnowski;Łódź;1937;1624;1576;48
100204;gm. Krośniewice;kutnowski;Łódź;8202;6837;6796;41
100205;gm. Krzyżanów;kutnowski;Łódź;4204;3461;3439;22
100206;gm. Kutno;kutnowski;Łódź;8611;7077;7048;29
100207;gm. Łanięta;kutnowski;Łódź;2409;1924;1889;35
100208;gm. Nowe Ostrowy;kutnowski;Łódź;3453;2892;2867;25
100209;gm. Oporów;kutnowski;Łódź;2534;2066;1998;68
100210;gm. Strzelce;kutnowski;Łódź;3878;3235;3178;57
100211;gm. Żychlin;kutnowski;Łódź;11612;9841;9821;20
Powiat łaski;;;;49396;40615;40177;438
100301;gm. Buczek;łaski;Łódź;5060;4053;4021;32
100302;gm. Łask;łaski;Łódź;27068;22309;22156;153
100303;gm. Sędziejowice;łaski;Łódź;6414;5224;5153;71
100304;gm. Widawa;łaski;Łódź;7411;6230;6107;123
100305;gm. Wodzierady;łaski;Łódź;3443;2799;2740;59
Powiat łęczycki;;;;49629;41123;40714;409
100401;m. Łęczyca;łęczycki;Łódź;13690;11429;11267;162
100402;gm. Daszyna;łęczycki;Łódź;3974;3259;3210;49
100403;gm. Góra Świętej Małgorzaty;łęczycki;Łódź;4399;3586;3561;25
100404;gm. Grabów;łęczycki;Łódź;5959;4961;4909;52
100405;gm. Łęczyca;łęczycki;Łódź;8522;6997;6950;47
100406;gm. Piątek;łęczycki;Łódź;5978;4919;4886;33
100407;gm. Świnice Warckie;łęczycki;Łódź;3879;3249;3229;20
100408;gm. Witonia;łęczycki;Łódź;3228;2723;2702;21
Powiat łowicki;;;;77688;63651;63246;405
100501;m. Łowicz;łowicki;Łódź;27726;22832;22710;122
100502;gm. Bielawy;łowicki;Łódź;5395;4508;4403;105
100503;gm. Chąśno;łowicki;Łódź;2949;2444;2439;5
100504;gm. Domaniewice;łowicki;Łódź;4624;3707;3687;20
100505;gm. Kiernozia;łowicki;Łódź;3383;2812;2790;22
100506;gm. Kocierzew Południowy;łowicki;Łódź;4271;3480;3470;10
100507;gm. Łowicz;łowicki;Łódź;7708;6227;6206;21
100508;gm. Łyszkowice;łowicki;Łódź;6631;5357;5326;31
100509;gm. Nieborów;łowicki;Łódź;9374;7594;7548;46
100510;gm. Zduny;łowicki;Łódź;5627;4690;4667;23
Powiat łódzki wschodni;;;;70337;56710;55784;926
100602;gm. Andrespol;łódzki wschodni;Łódź;13787;11031;10853;178
100603;gm. Brójce;łódzki wschodni;Łódź;6625;5206;5093;113
100607;gm. Koluszki;łódzki wschodni;Łódź;22788;18683;18490;193
100608;gm. Nowosolna;łódzki wschodni;Łódź;5003;3965;3755;210
100610;gm. Rzgów;łódzki wschodni;Łódź;10039;7992;7931;61
100611;gm. Tuszyn;łódzki wschodni;Łódź;12095;9833;9662;171
Powiat opoczyński;;;;76610;61843;61196;647
100701;gm. Białaczów;opoczyński;Skierniewice;5849;4757;4661;96
100702;gm. Drzewica;opoczyński;Skierniewice;10522;8606;8568;38
100703;gm. Mniszków;opoczyński;Skierniewice;4788;3819;3723;96
100704;gm. Opoczno;opoczyński;Skierniewice;33880;27435;27302;133
100705;gm. Paradyż;opoczyński;Skierniewice;4469;3513;3472;41
100706;gm. Poświętne;opoczyński;Skierniewice;3244;2671;2615;56
100707;gm. Sławno;opoczyński;Skierniewice;7819;6045;6005;40
100708;gm. Żarnów;opoczyński;Skierniewice;6039;4997;4850;147
Powiat pabianicki;;;;113827;94183;93194;989
100801;m. Konstantynów Łódzki;pabianicki;Łódź;17712;14558;14280;278
100802;m. Pabianice;pabianicki;Łódź;60773;51276;51099;177
100803;gm. Dłutów;pabianicki;Łódź;4652;3743;3657;86
100804;gm. Dobroń;pabianicki;Łódź;7575;6125;6037;88
100805;gm. Ksawerów;pabianicki;Łódź;7529;6094;6001;93
100806;gm. Lutomiersk;pabianicki;Łódź;8301;6677;6528;149
100807;gm. Pabianice;pabianicki;Łódź;7285;5710;5592;118
Powiat pajęczański;;;;51501;42320;41720;600
100901;gm. Działoszyn;pajęczański;Sieradz;12363;10155;10046;109
100902;gm. Kiełczygłów;pajęczański;Sieradz;4091;3406;3340;66
100903;gm. Nowa Brzeźnica;pajęczański;Sieradz;4551;3825;3782;43
100904;gm. Pajęczno;pajęczański;Sieradz;11640;9513;9417;96
100905;gm. Rząśnia;pajęczański;Sieradz;4974;4005;3872;133
100906;gm. Siemkowice;pajęczański;Sieradz;4886;3953;3909;44
100907;gm. Strzelce Wielkie;pajęczański;Sieradz;4543;3780;3753;27
100908;gm. Sulmierzyce;pajęczański;Sieradz;4453;3683;3601;82
Powiat piotrkowski;;;;91203;73102;72021;1081
101001;gm. Aleksandrów;piotrkowski;Piotrków Trybunalski;4558;3744;3547;197
101002;gm. Czarnocin;piotrkowski;Piotrków Trybunalski;4062;3287;3236;51
101003;gm. Gorzkowice;piotrkowski;Piotrków Trybunalski;8566;6907;6755;152
101004;gm. Grabica;piotrkowski;Piotrków Trybunalski;6077;4793;4784;9
101005;gm. Łęki Szlacheckie;piotrkowski;Piotrków Trybunalski;3536;2904;2804;100
101006;gm. Moszczenica;piotrkowski;Piotrków Trybunalski;12740;10182;10155;27
101007;gm. Ręczno;piotrkowski;Piotrków Trybunalski;3654;2973;2885;88
101008;gm. Rozprza;piotrkowski;Piotrków Trybunalski;12207;9608;9534;74
101009;gm. Sulejów;piotrkowski;Piotrków Trybunalski;16206;13064;12831;233
101010;gm. Wola Krzysztoporska;piotrkowski;Piotrków Trybunalski;11820;9403;9360;43
